x_,y_,t_,id
589798.945015247,4744421.67397236,2010/03/19 08:42:13+00,1016
589765.719501364,4744414.47670283,2010/03/19 08:44:07+00,1016
589769.415218072,4744411.8371066,2010/03/19 08:46:13+00,1016
589723.343642811,4744377.5835097,2010/03/19 08:48:52+00,1016
589686.425989873,4744369.59436749,2010/03/19 08:50:23+00,1016
589700.291758784,4744342.86381022,2010/03/19 08:52:11+00,1016
589687.977247178,4744323.92213829,2010/03/19 08:54:21+00,1016
589692.978438082,4744331.48423718,2010/03/19 08:56:17+00,1016
589694.114863611,4744335.84171462,2010/03/19 08:58:35+00,1016
589698.247795253,4744342.92602851,2010/03/19 09:00:45+00,1016
589695.900235454,4744336.80903683,2010/03/19 09:07:40+00,1016
589699.254270273,4744337.18593859,2010/03/19 09:08:17+00,1016
589744.118905879,4744362.49393883,2010/03/19 09:10:07+00,1016
589758.716568339,4744344.83600064,2010/03/19 09:12:14+00,1016
589796.802808795,4744377.89721289,2010/03/19 09:14:07+00,1016
589813.12074331,4744386.87319105,2010/03/19 09:16:08+00,1016
589801.950044497,4744376.13177517,2010/03/19 09:18:06+00,1016
589773.447744457,4744350.15933991,2010/03/19 09:20:07+00,1016
589677.357492075,4744419.54465246,2010/03/19 09:22:10+00,1016
589645.547404594,4744381.46792383,2010/03/19 09:24:11+00,1016
589704.512306825,4744342.59671827,2010/03/19 09:26:13+00,1016
589697.283216333,4744344.82379016,2010/03/19 09:28:16+00,1016
589708.812072055,4744338.13237641,2010/03/19 09:30:14+00,1016
589704.512517284,4744352.61485039,2010/03/19 09:32:13+00,1016
589695.118888507,4744394.26426705,2010/03/19 09:34:12+00,1016
589712.136241772,4744378.42592273,2010/03/19 09:36:11+00,1016
589725.667423473,4744404.95818758,2010/03/19 09:38:20+00,1016
589745.909745874,4744425.72481262,2010/03/19 09:40:11+00,1016
589814.632105324,4744426.3768013,2010/03/19 09:42:23+00,1016
589751.919033922,4744437.44285629,2010/03/19 09:44:40+00,1016
589752.108513411,4744431.0590449,2010/03/19 09:46:08+00,1016
589755.723731542,4744437.72570397,2010/03/19 09:48:07+00,1016
589734.11529091,4744463.45558176,2010/03/19 09:50:22+00,1016
589729.73399202,4744452.23635774,2010/03/19 09:52:39+00,1016
589739.668007496,4744442.49211368,2010/03/19 10:00:13+00,1016
589845.56680976,4744470.07395702,2010/03/19 10:10:12+00,1016
589805.880660845,4744562.82913789,2010/03/19 10:16:13+00,1016
589819.333497527,4744628.50019331,2010/03/19 10:18:09+00,1016
589794.296356247,4744702.21000615,2010/03/19 10:20:09+00,1016
589803.742076781,4744711.70719883,2010/03/19 10:22:08+00,1016
589831.087130264,4744711.00890943,2010/03/19 10:24:07+00,1016
589836.695539335,4744696.43252215,2010/03/19 10:26:10+00,1016
589817.88944549,4744720.99919984,2010/03/19 10:28:14+00,1016
589770.61919805,4744716.17311421,2010/03/19 10:30:07+00,1016
589724.451950902,4744683.15101813,2010/03/19 10:32:12+00,1016
589742.100939819,4744663.32262322,2010/03/19 10:34:08+00,1016
589765.195163902,4744650.82898781,2010/03/19 10:36:14+00,1016
589721.407453023,4744656.53328501,2010/03/19 10:38:11+00,1016
589701.179220182,4744651.03843665,2010/03/19 10:40:36+00,1016
589651.224605292,4744574.94062601,2010/03/19 10:42:24+00,1016
589632.326851783,4744562.6438815,2010/03/19 10:44:33+00,1016
589615.496452017,4744555.38317092,2010/03/19 10:48:25+00,1016
589614.158964519,4744542.61541176,2010/03/19 10:50:15+00,1016
589648.304781202,4744550.64583715,2010/03/19 10:52:08+00,1016
589637.341866472,4744557.21143397,2010/03/19 10:54:12+00,1016
589643.657652733,4744585.55991792,2010/03/19 10:57:40+00,1016
589649.298833549,4744537.69741129,2010/03/19 10:58:15+00,1016
589643.851816669,4744548.68861821,2010/03/19 11:00:27+00,1016
589633.556515904,4744538.50309557,2010/03/19 11:02:46+00,1016
589649.728436473,4744526.67417812,2010/03/19 11:10:46+00,1016
589641.993967525,4744553.91783247,2010/03/19 11:20:07+00,1016
589643.238050727,4744560.6757254,2010/03/19 11:22:06+00,1016
589647.081290187,4744568.03390507,2010/03/19 11:24:07+00,1016
589644.402444631,4744571.04221768,2010/03/19 11:26:07+00,1016
589641.649267904,4744568.46295612,2010/03/19 11:28:08+00,1016
589644.901823412,4744549.01327715,2010/03/19 11:30:08+00,1016
589646.337588614,4744568.03532568,2010/03/19 11:32:08+00,1016
589641.897144744,4744563.2349876,2010/03/19 11:40:10+00,1016
589639.292777006,4744561.77942913,2010/03/19 12:00:44+00,1016
589643.129726789,4744576.52339692,2010/03/19 12:10:12+00,1016
589655.127951008,4744429.60641115,2010/03/19 12:16:14+00,1016
589643.007084739,4744457.92580372,2010/03/19 12:18:07+00,1016
589660.747308588,4744422.96012696,2010/03/19 12:20:09+00,1016
589674.243217907,4744416.44977317,2010/03/19 12:22:08+00,1016
589671.270392949,4744430.72741889,2010/03/19 12:24:08+00,1016
589652.804545246,4744414.10469435,2010/03/19 12:26:10+00,1016
589653.873961854,4744402.90098465,2010/03/19 12:28:09+00,1016
589668.943456885,4744374.71997842,2010/03/19 12:30:07+00,1016
589653.780557646,4744373.67837709,2010/03/19 12:32:07+00,1016
589551.871059829,4744298.10444183,2010/03/19 12:34:07+00,1016
589498.539112555,4744304.17474388,2010/03/19 12:36:06+00,1016
589512.195377286,4744282.19471297,2010/03/19 12:38:07+00,1016
589520.223471673,4744270.05967582,2010/03/19 12:40:08+00,1016
589514.028363579,4744275.73231485,2010/03/19 12:42:12+00,1016
589527.023026721,4744278.8667563,2010/03/19 12:44:09+00,1016
589517.39760358,4744246.03275049,2010/03/19 12:46:08+00,1016
589517.627578499,4744283.65367211,2010/03/19 12:48:06+00,1016
589502.001352994,4744311.31685293,2010/03/19 12:50:07+00,1016
589494.286124304,4744325.1663882,2010/03/19 12:52:06+00,1016
589477.581581754,4744345.26313885,2010/03/19 12:54:12+00,1016
589469.717039231,4744414.62136441,2010/03/19 12:56:11+00,1016
589439.127486354,4744425.93015696,2010/03/19 12:58:11+00,1016
589505.01477311,4744405.77294096,2010/03/19 13:00:14+00,1016
589515.564657378,4744379.44318016,2010/03/19 13:02:07+00,1016
589570.110305679,4744491.08512999,2010/03/19 13:04:08+00,1016
589572.76482685,4744520.718683,2010/03/19 13:06:08+00,1016
589582.855463855,4744547.89450207,2010/03/19 13:08:08+00,1016
589605.598972563,4744546.02475664,2010/03/19 13:10:07+00,1016
589611.463326158,4744540.63666706,2010/03/19 13:12:10+00,1016
589620.33356039,4744544.78383843,2010/03/19 13:14:08+00,1016
589644.567681052,4744548.94228595,2010/03/19 13:16:10+00,1016
589697.186514485,4744631.32775976,2010/03/19 13:20:09+00,1016
589747.201561148,4744613.72049892,2010/03/19 13:22:12+00,1016
589727.603070688,4744627.61476868,2010/03/19 13:24:13+00,1016
589759.858486956,4744623.27060248,2010/03/19 13:26:16+00,1016
589748.803252435,4744628.76858672,2010/03/19 13:28:09+00,1016
589748.531372342,4744660.27441188,2010/03/19 13:30:09+00,1016
589727.622935255,4744623.58333921,2010/03/19 13:32:13+00,1016
589734.13769995,4744672.99259218,2010/03/19 13:34:17+00,1016
589725.061658341,4744677.12809292,2010/03/19 13:36:36+00,1016
589715.272869755,4744750.99253569,2010/03/19 13:38:08+00,1016
589709.827721706,4744727.98647226,2010/03/19 13:40:36+00,1016
589740.375093886,4744638.36584771,2010/03/19 13:50:48+00,1016
589744.435823858,4744613.36234678,2010/03/19 14:00:15+00,1016
589771.000028442,4744497.11187154,2010/03/19 14:32:58+00,1016
589734.948545985,4744633.36377747,2010/03/19 14:34:19+00,1016
589754.268831997,4744621.37623267,2010/03/19 14:44:16+00,1016
589757.430899063,4744756.78448995,2010/03/19 14:50:27+00,1016
589744.745879482,4744627.81605048,2010/03/19 15:00:23+00,1016
589755.22479519,4744644.57923963,2010/03/19 15:44:57+00,1016
589744.694168964,4744651.83891034,2010/03/19 15:46:24+00,1016
589740.580397323,4744612.59015163,2010/03/19 15:48:40+00,1016
589728.393263628,4744638.46509161,2010/03/19 15:50:07+00,1016
589727.170735489,4744650.12217024,2010/03/19 15:52:07+00,1016
589731.69867157,4744614.35137098,2010/03/19 15:54:17+00,1016
589742.660345879,4744618.53707718,2010/03/19 15:56:07+00,1016
589690.223206093,4744628.86021256,2010/03/19 16:00:13+00,1016
589697.319033236,4744591.05703468,2010/03/19 16:02:07+00,1016
589698.598092547,4744584.46528907,2010/03/19 16:04:07+00,1016
589742.866399099,4744512.47193155,2010/03/19 16:14:40+00,1016
589704.634658173,4744482.46340891,2010/03/19 16:16:12+00,1016
589727.697543208,4744521.3149349,2010/03/19 16:18:07+00,1016
589740.039273224,4744498.64070283,2010/03/19 17:01:51+00,1016
589734.555250473,4744500.54617914,2010/03/19 18:00:47+00,1016
589742.015986505,4744500.59901865,2010/03/19 18:20:56+00,1016
589754.093925521,4744519.47108148,2010/03/19 18:22:51+00,1016
589734.429725453,4744500.14470593,2010/03/19 18:24:20+00,1016
589755.86943093,4744496.74795979,2010/03/19 18:30:44+00,1016
589726.342482599,4744433.42203429,2010/03/19 18:32:37+00,1016
589723.315905618,4744498.21167105,2010/03/19 18:41:21+00,1016
589697.927633548,4744514.251879,2010/03/19 19:00:58+00,1016
589726.809945603,4744502.88865897,2010/03/19 19:39:52+00,1016
589740.940013454,4744526.08569433,2010/03/19 19:40:39+00,1016
589740.246805819,4744584.89709897,2010/03/19 19:42:20+00,1016
589755.330118729,4744489.22177374,2010/03/19 19:44:08+00,1016
589739.235604214,4744510.13664004,2010/03/19 19:47:05+00,1016
589745.845889797,4744490.79741752,2010/03/19 19:48:11+00,1016
589732.707083719,4744505.65332468,2010/03/19 19:50:38+00,1016
589725.369926999,4744536.24515381,2010/03/19 22:39:32+00,1016
589749.408496947,4744498.36302153,2010/03/19 22:40:08+00,1016
589724.953619833,4744513.63784144,2010/03/19 23:01:56+00,1016
589711.451337462,4744505.59839407,2010/03/20 00:00:45+00,1016
589682.839572504,4744424.69177864,2010/03/20 00:06:20+00,1016
589659.580047713,4744391.48000267,2010/03/20 00:08:12+00,1016
589663.043662728,4744365.24696763,2010/03/20 00:10:16+00,1016
589643.23749382,4744383.12604095,2010/03/20 00:12:20+00,1016
589643.135837884,4744325.03735112,2010/03/20 00:14:12+00,1016
589646.786736808,4744353.45107778,2010/03/20 00:16:12+00,1016
589609.692012967,4744359.67645615,2010/03/20 00:18:06+00,1016
589586.854888006,4744392.55452654,2010/03/20 00:20:34+00,1016
589575.095290427,4744366.12334963,2010/03/20 00:22:38+00,1016
589565.680327348,4744329.70457931,2010/03/20 00:24:08+00,1016
589565.896133727,4744331.96202033,2010/03/20 00:26:18+00,1016
589571.688505444,4744323.95180809,2010/03/20 00:28:40+00,1016
589563.383583095,4744337.2604814,2010/03/20 00:30:11+00,1016
589556.089865415,4744348.22772757,2010/03/20 00:32:08+00,1016
589546.965463708,4744349.77501069,2010/03/20 00:34:22+00,1016
589570.147693419,4744318.63392658,2010/03/20 00:36:08+00,1016
589556.848454047,4744345.82747178,2010/03/20 00:38:08+00,1016
589556.204688279,4744358.24734483,2010/03/20 00:40:43+00,1016
589574.719938483,4744334.67577191,2010/03/20 00:44:38+00,1016
589571.074623414,4744346.63453728,2010/03/20 00:46:33+00,1016
589597.154448767,4744334.62343591,2010/03/20 00:48:30+00,1016
589580.395759065,4744384.60701601,2010/03/20 00:51:11+00,1016
589602.379509808,4744359.5257347,2010/03/20 00:52:18+00,1016
589645.022147186,4744305.70316374,2010/03/20 01:00:32+00,1016
589589.672976967,4744373.19913385,2010/03/20 01:10:36+00,1016
589556.245425565,4744370.82050888,2010/03/20 01:34:35+00,1016
589560.879131487,4744375.85653747,2010/03/20 01:36:13+00,1016
589553.751009223,4744352.73988542,2010/03/20 01:38:11+00,1016
589582.28732195,4744381.8105639,2010/03/20 01:40:12+00,1016
589586.941435546,4744391.5560617,2010/03/20 01:42:12+00,1016
589587.01071819,4744392.51212833,2010/03/20 01:44:20+00,1016
589579.548055907,4744391.97074598,2010/03/20 01:46:11+00,1016
589593.410960423,4744381.12234191,2010/03/20 01:51:01+00,1016
589588.359806275,4744373.62630591,2010/03/20 01:52:22+00,1016
589585.252684017,4744391.95613311,2010/03/20 01:54:08+00,1016
589583.592614335,4744412.75934567,2010/03/20 01:56:33+00,1016
589582.244985005,4744408.29917981,2010/03/20 01:58:15+00,1016
589577.988340019,4744360.47443394,2010/03/20 02:01:22+00,1016
589561.596429931,4744356.52933614,2010/03/20 02:03:22+00,1016
589566.898150567,4744349.16802403,2010/03/20 02:04:15+00,1016
589549.226260183,4744343.0960547,2010/03/20 02:06:07+00,1016
589556.459213039,4744336.17080122,2010/03/20 02:08:40+00,1016
589559.351255384,4744347.55933853,2010/03/20 02:10:08+00,1016
589564.667473634,4744348.50592558,2010/03/20 02:12:12+00,1016
589544.647757139,4744341.98137105,2010/03/20 02:14:08+00,1016
589558.060383393,4744328.68359346,2010/03/20 02:16:08+00,1016
589546.224601427,4744338.24786381,2010/03/20 02:18:14+00,1016
589527.187144381,4744320.91834471,2010/03/20 02:20:11+00,1016
589494.610927402,4744308.35527373,2010/03/20 02:22:06+00,1016
589499.269809676,4744316.49031651,2010/03/20 02:24:07+00,1016
589494.441063362,4744308.2197866,2010/03/20 02:26:08+00,1016
589497.26881259,4744304.44699896,2010/03/20 02:28:09+00,1016
589509.816850675,4744326.21241753,2010/03/20 02:30:12+00,1016
589485.765771538,4744298.47761613,2010/03/20 02:32:08+00,1016
589481.758032717,4744296.20420609,2010/03/20 02:34:11+00,1016
589464.012633629,4744312.12249883,2010/03/20 02:40:12+00,1016
589500.415004768,4744309.4969642,2010/03/20 04:01:05+00,1016
589540.914307492,4744306.05859899,2010/03/20 04:56:48+00,1016
589563.295979399,4744334.57155238,2010/03/20 04:58:10+00,1016
589566.28186887,4744357.58988999,2010/03/20 05:00:07+00,1016
589574.403076385,4744401.7331068,2010/03/20 05:02:22+00,1016
589585.044273652,4744375.31578066,2010/03/20 05:04:08+00,1016
589591.111962219,4744371.89618057,2010/03/20 05:06:34+00,1016
589621.015813872,4744317.25239464,2010/03/20 05:08:22+00,1016
589592.545569244,4744367.23897377,2010/03/20 05:10:57+00,1016
589595.571523864,4744387.17022362,2010/03/20 05:12:08+00,1016
589592.829418693,4744361.75602316,2010/03/20 05:14:11+00,1016
589598.087422771,4744354.61629656,2010/03/20 05:21:10+00,1016
589600.617122947,4744358.0478339,2010/03/20 05:31:08+00,1016
589593.93623145,4744363.3697747,2010/03/20 06:00:41+00,1016
589593.548174663,4744359.27750663,2010/03/20 07:01:02+00,1016
589612.773650516,4744361.51583719,2010/03/20 07:08:11+00,1016
589633.852581626,4744386.48018683,2010/03/20 07:10:24+00,1016
589614.295001947,4744359.5364601,2010/03/20 07:12:15+00,1016
589630.248655629,4744358.22257011,2010/03/20 07:14:12+00,1016
589646.398069013,4744367.6068944,2010/03/20 07:16:07+00,1016
589636.539813641,4744348.94164954,2010/03/20 07:18:19+00,1016
589651.097811179,4744329.91686586,2010/03/20 07:20:11+00,1016
589688.558370606,4744345.80965788,2010/03/20 07:22:11+00,1016
589694.344578764,4744338.91012193,2010/03/20 07:24:10+00,1016
589683.978204099,4744349.21523431,2010/03/20 07:26:10+00,1016
589699.062392192,4744331.84117662,2010/03/20 07:28:12+00,1016
589710.876676264,4744334.60517922,2010/03/20 07:30:12+00,1016
589685.333917563,4744374.37817862,2010/03/20 07:32:37+00,1016
589656.204471195,4744406.56318764,2010/03/20 07:38:22+00,1016
589616.012558305,4744407.77244164,2010/03/20 07:40:19+00,1016
589599.076038521,4744390.4256373,2010/03/20 07:42:11+00,1016
589587.922053192,4744375.86413559,2010/03/20 07:44:13+00,1016
589590.979718187,4744382.05697003,2010/03/20 07:46:07+00,1016
589581.508684137,4744397.68282421,2010/03/20 07:48:09+00,1016
589607.924560616,4744369.26063074,2010/03/20 07:50:15+00,1016
589588.013030492,4744282.21473836,2010/03/20 07:52:35+00,1016
589564.715000607,4744315.33122837,2010/03/20 07:54:28+00,1016
589511.818360049,4744397.92021511,2010/03/20 07:56:12+00,1016
589510.808809792,4744386.31183275,2010/03/20 07:58:40+00,1016
589506.706883097,4744386.2584945,2010/03/20 08:00:46+00,1016
589522.228013842,4744384.26123197,2010/03/20 08:02:08+00,1016
589497.99158523,4744295.37122707,2010/03/20 08:06:12+00,1016
589482.127591025,4744297.95274029,2010/03/20 08:08:21+00,1016
589489.390876056,4744235.88372973,2010/03/20 08:10:40+00,1016
589483.399513307,4744191.30185529,2010/03/20 08:12:19+00,1016
589428.092015655,4744162.53909092,2010/03/20 08:14:09+00,1016
589376.098826753,4744145.37063073,2010/03/20 08:16:06+00,1016
589317.287606572,4744099.981212,2010/03/20 08:18:07+00,1016
589297.366799192,4744078.19828865,2010/03/20 08:20:08+00,1016
589275.880642445,4744049.17587074,2010/03/20 08:22:09+00,1016
589220.145447221,4744036.23612066,2010/03/20 08:24:12+00,1016
589195.57318728,4744070.63677177,2010/03/20 08:26:12+00,1016
589205.346377613,4744058.14636831,2010/03/20 08:28:09+00,1016
589169.797346421,4744042.12555435,2010/03/20 08:30:12+00,1016
589201.942851028,4744052.11583883,2010/03/20 08:32:08+00,1016
589204.991948835,4744059.00808627,2010/03/20 08:34:29+00,1016
589205.061948035,4744073.15873282,2010/03/20 08:36:29+00,1016
589240.30171496,4744020.33734712,2010/03/20 08:38:18+00,1016
589233.863258359,4744035.95854696,2010/03/20 08:40:09+00,1016
589231.625606218,4744034.56343796,2010/03/20 08:42:07+00,1016
589228.624037999,4744046.07534208,2010/03/20 08:44:12+00,1016
589245.738789422,4744045.39755972,2010/03/20 08:46:08+00,1016
589228.252772787,4744062.10838359,2010/03/20 08:48:07+00,1016
589235.034619201,4744039.53893158,2010/03/20 08:50:07+00,1016
589231.60214503,4744036.37350095,2010/03/20 08:52:08+00,1016
589264.724956478,4744088.2262229,2010/03/20 08:56:50+00,1016
589236.699308296,4744061.80692335,2010/03/20 09:00:12+00,1016
589190.693948269,4744060.54434555,2010/03/20 09:02:38+00,1016
589197.678790686,4744053.83763674,2010/03/20 09:04:07+00,1016
589198.882425967,4744054.29749378,2010/03/20 09:06:09+00,1016
589203.518697204,4744051.60314352,2010/03/20 09:08:40+00,1016
589201.793005051,4744049.80373577,2010/03/20 09:10:12+00,1016
589232.619032204,4744038.63020387,2010/03/20 09:20:16+00,1016
589212.59472367,4744013.44759591,2010/03/20 09:26:39+00,1016
589193.364585379,4743983.09969087,2010/03/20 09:28:10+00,1016
589147.828062624,4743952.53332542,2010/03/20 09:30:06+00,1016
589126.402984704,4743954.69936378,2010/03/20 09:32:13+00,1016
589131.059136864,4743954.25984921,2010/03/20 09:34:11+00,1016
589108.453094427,4743963.68543721,2010/03/20 09:36:08+00,1016
589109.051841136,4743966.04777346,2010/03/20 09:38:07+00,1016
589048.901903778,4743956.29540681,2010/03/20 09:40:07+00,1016
589068.685120044,4743918.67803191,2010/03/20 09:42:08+00,1016
589079.476681784,4743932.96738411,2010/03/20 09:44:18+00,1016
589072.848400302,4743887.47809997,2010/03/20 09:46:07+00,1016
589088.964288708,4743833.27569944,2010/03/20 09:48:06+00,1016
589102.980781854,4743861.73433116,2010/03/20 09:50:07+00,1016
589109.099437236,4743857.54861184,2010/03/20 09:52:09+00,1016
589101.449748706,4743844.8881123,2010/03/20 09:54:13+00,1016
589125.541253512,4743860.90458854,2010/03/20 09:56:07+00,1016
589209.820586531,4743777.18658315,2010/03/20 09:58:07+00,1016
589233.975250219,4743708.87228586,2010/03/20 10:00:06+00,1016
589217.391337629,4743629.41221148,2010/03/20 10:02:13+00,1016
589206.641075898,4743603.71677641,2010/03/20 10:04:13+00,1016
589199.760335475,4743593.52068311,2010/03/20 10:06:13+00,1016
589185.835564994,4743595.19509196,2010/03/20 10:08:08+00,1016
589175.728071322,4743567.81984373,2010/03/20 10:10:12+00,1016
589036.431970366,4743526.98881579,2010/03/20 10:12:14+00,1016
589119.986704335,4743534.83365693,2010/03/20 10:14:12+00,1016
589114.078398746,4743524.63913585,2010/03/20 10:16:17+00,1016
589105.329265335,4743520.4831293,2010/03/20 10:18:16+00,1016
589098.498913739,4743495.00521057,2010/03/20 10:20:18+00,1016
589115.156744197,4743509.52599579,2010/03/20 10:22:25+00,1016
589095.777831213,4743505.68780249,2010/03/20 10:24:32+00,1016
589103.065059784,4743499.01822305,2010/03/20 10:26:18+00,1016
589098.535170067,4743475.78027523,2010/03/20 10:28:43+00,1016
589109.24281207,4743433.44746684,2010/03/20 10:30:16+00,1016
589105.997516968,4743468.21333529,2010/03/20 10:32:11+00,1016
589089.426053905,4743483.64800513,2010/03/20 10:35:05+00,1016
589105.997714484,4743490.30422769,2010/03/20 10:36:22+00,1016
589100.97071589,4743492.84920954,2010/03/20 10:38:40+00,1016
589096.804570606,4743493.92816557,2010/03/20 10:40:08+00,1016
589079.918339757,4743531.17200932,2010/03/20 10:42:13+00,1016
589108.964743505,4743468.82927434,2010/03/20 10:44:11+00,1016
589099.244298584,4743455.7199511,2010/03/20 10:46:35+00,1016
589135.65300086,4743415.05258175,2010/03/20 10:50:55+00,1016
589080.393365302,4743529.83426475,2010/03/20 11:00:57+00,1016
589075.678605841,4743534.78231435,2010/03/20 11:02:40+00,1016
589058.427417947,4743523.16386065,2010/03/20 11:04:10+00,1016
589074.678179411,4743567.25597445,2010/03/20 11:08:46+00,1016
589099.296411681,4743624.12896466,2010/03/20 11:10:27+00,1016
589090.337801734,4743584.37382623,2010/03/20 11:12:20+00,1016
589044.375963376,4743551.05943496,2010/03/20 11:14:07+00,1016
589108.930633718,4743571.25326835,2010/03/20 11:18:37+00,1016
589177.758280794,4743576.40927737,2010/03/20 11:20:45+00,1016
589240.54053397,4743540.33789544,2010/03/20 11:22:05+00,1016
589284.652601878,4743454.02330854,2010/03/20 11:24:22+00,1016
589262.067156383,4743464.87034035,2010/03/20 11:26:08+00,1016
589226.475899333,4743468.90718769,2010/03/20 11:28:11+00,1016
589230.239575273,4743519.70172644,2010/03/20 11:30:07+00,1016
589264.049618682,4743547.75081737,2010/03/20 11:32:13+00,1016
589263.896108971,4743546.98247603,2010/03/20 11:35:11+00,1016
589273.800555612,4743566.66950325,2010/03/20 11:37:16+00,1016
589268.964576208,4743546.91490818,2010/03/20 11:38:08+00,1016
589266.214504956,4743542.79204772,2010/03/20 11:40:39+00,1016
589277.583169558,4743588.86499016,2010/03/20 11:50:27+00,1016
589266.863945357,4743562.04810025,2010/03/20 12:00:21+00,1016
589477.795752398,4743525.11341135,2010/03/20 12:56:51+00,1016
589503.340117948,4743563.31874816,2010/03/20 12:58:08+00,1016
589525.803262514,4743580.11512015,2010/03/20 13:00:07+00,1016
589584.353555444,4743615.02931854,2010/03/20 13:02:08+00,1016
589634.990554568,4743606.05895987,2010/03/20 13:04:08+00,1016
589685.840629019,4743546.8567803,2010/03/20 13:06:07+00,1016
589737.20204264,4743521.23675165,2010/03/20 13:08:08+00,1016
589746.402046597,4743522.75608672,2010/03/20 13:10:10+00,1016
589745.374687627,4743520.05490837,2010/03/20 13:12:08+00,1016
589752.294559952,4743508.38325796,2010/03/20 13:14:06+00,1016
589747.443649846,4743501.78937065,2010/03/20 13:16:06+00,1016
589719.941575074,4743532.36272388,2010/03/20 13:18:18+00,1016
589731.646768171,4743497.81836445,2010/03/20 13:20:16+00,1016
589731.212881551,4743492.22611072,2010/03/20 13:22:09+00,1016
589736.967628067,4743485.91483648,2010/03/20 13:25:16+00,1016
589739.183309024,4743477.7137525,2010/03/20 13:26:50+00,1016
589741.221919415,4743491.87897234,2010/03/20 13:40:53+00,1016
589732.523162227,4743474.47269151,2010/03/20 14:01:14+00,1016
589761.575812574,4743455.39267297,2010/03/20 14:16:13+00,1016
589791.194569628,4743414.85117315,2010/03/20 14:18:06+00,1016
589890.710025208,4743355.96312588,2010/03/20 14:23:52+00,1016
589886.966790663,4743347.79536282,2010/03/20 14:24:08+00,1016
589901.70766645,4743375.69868322,2010/03/20 14:26:19+00,1016
589923.899086194,4743373.22291844,2010/03/20 14:28:19+00,1016
589934.370197209,4743380.06803849,2010/03/20 14:30:15+00,1016
589929.808140912,4743333.83846112,2010/03/20 14:32:22+00,1016
589899.907551839,4743321.37518777,2010/03/20 14:34:09+00,1016
589917.372852551,4743350.33591438,2010/03/20 14:36:38+00,1016
589914.315519962,4743345.35357003,2010/03/20 14:38:40+00,1016
589902.647234242,4743325.02058998,2010/03/20 14:40:33+00,1016
589922.525163865,4743354.50151946,2010/03/20 14:42:07+00,1016
589914.613129965,4743325.06576233,2010/03/20 14:44:08+00,1016
589918.050418219,4743372.93551634,2010/03/20 14:50:09+00,1016
589922.893258902,4743344.46599132,2010/03/20 15:00:32+00,1016
589916.453110959,4743353.16718485,2010/03/20 16:00:50+00,1016
589917.84086672,4743360.81551695,2010/03/20 17:00:44+00,1016
589917.197959644,4743353.08805875,2010/03/20 18:00:22+00,1016
589916.643593333,4743353.60282825,2010/03/20 18:40:56+00,1016
589913.82957253,4743352.5220656,2010/03/20 18:42:07+00,1016
589924.977651788,4743353.22297239,2010/03/20 18:44:08+00,1016
589925.662281377,4743371.52442713,2010/03/20 18:46:08+00,1016
589928.406936687,4743357.88808912,2010/03/20 18:48:07+00,1016
589919.322908241,4743358.1137617,2010/03/20 18:50:08+00,1016
589910.109807926,4743364.46858483,2010/03/20 18:52:07+00,1016
589907.788941842,4743377.57734748,2010/03/20 18:54:08+00,1016
589918.732392498,4743371.41171588,2010/03/20 18:56:16+00,1016
589923.193182808,4743376.57898929,2010/03/20 18:58:08+00,1016
589924.257800735,4743373.29424242,2010/03/20 19:00:07+00,1016
589913.734426706,4743387.35101221,2010/03/20 19:02:07+00,1016
589914.245261745,4743377.65054433,2010/03/20 19:04:08+00,1016
589920.681865914,4743361.70782205,2010/03/20 19:10:13+00,1016
589925.248703828,4743334.34535097,2010/03/20 23:01:50+00,1016
589975.316506615,4743372.26192331,2010/03/20 23:52:43+00,1016
589982.801207818,4743369.94960323,2010/03/20 23:54:07+00,1016
589968.150189308,4743377.73267661,2010/03/20 23:56:07+00,1016
589976.527905336,4743372.13336715,2010/03/20 23:58:11+00,1016
589970.249040299,4743352.8480684,2010/03/21 00:02:08+00,1016
589964.628219337,4743349.50929824,2010/03/21 00:04:11+00,1016
589941.796101789,4743325.3097004,2010/03/21 00:06:12+00,1016
589942.170994427,4743336.03243331,2010/03/21 00:08:15+00,1016
589932.282994929,4743323.96372688,2010/03/21 00:10:13+00,1016
589935.689557223,4743284.05790376,2010/03/21 00:12:09+00,1016
589931.028128462,4743203.49664889,2010/03/21 00:20:45+00,1016
589896.830282869,4743213.35700968,2010/03/21 00:22:59+00,1016
589879.18262954,4743206.47381629,2010/03/21 00:24:31+00,1016
589877.363651554,4743196.78736713,2010/03/21 00:26:52+00,1016
589852.259475863,4743216.35160464,2010/03/21 00:28:15+00,1016
589799.498463588,4743217.46262713,2010/03/21 00:30:11+00,1016
589791.391137924,4743217.36801364,2010/03/21 00:32:13+00,1016
589773.24457846,4743236.83444702,2010/03/21 00:34:16+00,1016
589788.869082714,4743216.45770983,2010/03/21 00:36:08+00,1016
589790.371833524,4743220.94214045,2010/03/21 00:38:08+00,1016
589842.062061577,4743247.39466602,2010/03/21 00:40:13+00,1016
589832.165661254,4743183.31398928,2010/03/21 00:51:46+00,1016
589796.81407159,4743064.76801032,2010/03/21 00:56:20+00,1016
589765.075046709,4742963.71774887,2010/03/21 00:58:07+00,1016
589770.889933972,4742898.89796897,2010/03/21 01:00:10+00,1016
589776.028263621,4742897.89872115,2010/03/21 01:02:11+00,1016
589773.678976236,4742901.91088078,2010/03/21 01:04:07+00,1016
589781.522768671,4742893.40555697,2010/03/21 01:06:13+00,1016
